Posted On,Size,Rent,No of Bedrooms,No of Bathrooms,Floor,Area Type,City,Condition of the House,Age of House (in Years),Overall Grade,Furnishing Status,Latitude,Longitude,Tenant Preferred,Point of Contact
14-06-22,750,70000,2,2,15,Carpet Area,Mumbai,Good,66,7,Furnished,47.6221,-122.193,Bachelors/Family,Contact Agent
06-07-22,1150,70000,3,1.75,5,Carpet Area,Mumbai,Fair,24,7,Unfurnished,47.3122,-121.996,Bachelors/Family,Contact Agent
27-06-22,1100,70000,3,1.5,14,Carpet Area,Mumbai,Fair,9,8,Furnished,47.7073,-122.356,Bachelors/Family,Contact Agent
27-05-22,1000,70000,3,2,7,Carpet Area,Mumbai,Fair,105,7,Semi-Furnished,47.6518,-122.335,Bachelors/Family,Contact Agent
22-06-22,700,70000,4,2,6,Carpet Area,Mumbai,Excellent,93,7,Semi-Furnished,47.6804,-122.358,Bachelors,Contact Agent
09-07-22,1100,70000,4,2,14,Carpet Area,Mumbai,Fair,110,8,Semi-Furnished,47.6593,-122.327,Bachelors/Family,Contact Agent
14-06-22,1000,70000,2,1,0,Carpet Area,Mumbai,Good,69,7,Semi-Furnished,47.3098,-122.21,Bachelors/Family,Contact Agent
12-06-22,1000,70000,4,3,4,Carpet Area,Mumbai,Excellent,67,7,Semi-Furnished,47.5042,-122.265,Bachelors/Family,Contact Agent
23-06-22,850,70000,4,2.5,9,Super Area,Mumbai,Good,23,9,Unfurnished,47.6699,-122.195,Bachelors,Contact Agent
04-07-22,1050,70000,2,1,0,Carpet Area,Mumbai,Good,111,7,Furnished,47.6561,-122.332,Bachelors/Family,Contact Agent
31-05-22,906,70000,3,2.25,1,Carpet Area,Mumbai,Fair,57,8,Semi-Furnished,47.5497,-122.172,Bachelors/Family,Contact Agent
14-05-22,1300,70000,3,2.5,12,Carpet Area,Mumbai,Fair,32,8,Unfurnished,47.3282,-122.198,Bachelors,Contact Agent
17-05-22,920,70000,3,2.25,23,Carpet Area,Mumbai,Fair,32,10,Unfurnished,47.4871,-122.065,Bachelors/Family,Contact Agent
06-07-22,660,70000,2,1.5,9,Carpet Area,Mumbai,Fair,25,7,Semi-Furnished,47.2755,-122.271,Bachelors/Family,Contact Agent
14-06-22,810,70000,3,2,0,Carpet Area,Mumbai,Good,77,7,Furnished,47.6785,-122.393,Bachelors/Family,Contact Agent
09-07-22,760,70000,3,2.5,1,Carpet Area,Mumbai,Fair,16,7,Semi-Furnished,47.6866,-122.043,Bachelors/Family,Contact Agent
30-06-22,3354,70000,3,2.5,2,Carpet Area,Bangalore,Fair,31,9,Furnished,47.3026,-122.351,Bachelors/Family,Contact Agent
12-06-22,800,70000,4,2.25,6,Carpet Area,Bangalore,Fair,38,8,Unfurnished,47.764,-122.167,Bachelors,Contact Owner
12-06-22,1325,70000,3,2.5,2,Carpet Area,Bangalore,Fair,12,9,Semi-Furnished,47.6199,-122.025,Family,Contact Agent
06-07-22,1520,70000,2,1.5,1,Carpet Area,Bangalore,Fair,17,7,Semi-Furnished,47.6704,-122.39,Bachelors/Family,Contact Agent
18-05-22,1901,70000,4,1,9,Super Area,Delhi,Fair,68,6,Semi-Furnished,47.5223,-122.286,Bachelors/Family,Contact Owner
06-07-22,1800,70000,3,1.75,0,Carpet Area,Delhi,Fair,74,7,Semi-Furnished,47.6782,-122.278,Bachelors/Family,Contact Agent
11-06-22,1500,70000,3,1.75,3,Carpet Area,Delhi,Fair,45,7,Semi-Furnished,47.7231,-122.17,Bachelors,Contact Agent
27-05-22,1800,70000,4,2.5,0,Carpet Area,Delhi,Good,42,8,Semi-Furnished,47.7085,-122.24,Bachelors,Contact Agent
07-07-22,2800,70000,3,1.75,11,Carpet Area,Delhi,Good,59,6,Unfurnished,47.4572,-122.18,Bachelors,Contact Agent
05-05-22,1500,70000,3,2.5,4,Super Area,Delhi,Fair,16,7,Furnished,47.5362,-121.878,Bachelors/Family,Contact Owner
02-06-22,1500,70000,3,1.75,3,Carpet Area,Chennai,Excellent,76,7,Furnished,47.5142,-122.389,Bachelors/Family,Contact Owner
10-07-22,2880,70000,4,1.75,12,Super Area,Chennai,Good,68,7,Semi-Furnished,47.5808,-122.189,Bachelors,Contact Agent
25-05-22,1450,70000,3,2,7,Super Area,Chennai,Excellent,41,8,Unfurnished,47.6034,-122.172,Bachelors/Family,Contact Owner
06-06-22,2000,70000,1,1,2,Carpet Area,Chennai,Fair,107,7,Semi-Furnished,47.6741,-122.396,Bachelors,Contact Agent
25-06-22,3800,70000,3,3.25,8,Carpet Area,Chennai,Good,71,7,Semi-Furnished,47.5409,-122.268,Bachelors/Family,Contact Agent
14-06-22,3200,70000,3,1.75,8,Carpet Area,Hyderabad,Fair,55,7,Semi-Furnished,47.7554,-122.306,Family,Contact Agent
21-06-22,2780,70000,3,1.5,2,Super Area,Hyderabad,Good,90,8,Semi-Furnished,47.6411,-122.371,Bachelors/Family,Contact Agent
23-05-22,700,72000,3,1.75,5,Carpet Area,Mumbai,Good,55,7,Furnished,47.3622,-122.059,Bachelors,Contact Agent
23-05-22,660,72000,4,2.5,32,Carpet Area,Mumbai,Fair,22,10,Semi-Furnished,47.5872,-121.972,Bachelors/Family,Contact Agent
31-05-22,1121,72000,3,1.75,4,Carpet Area,Mumbai,Good,97,7,Unfurnished,47.6859,-122.399,Bachelors/Family,Contact Agent
16-06-22,1500,72000,4,2.25,7,Carpet Area,Chennai,Good,39,8,Semi-Furnished,47.6268,-122.05,Bachelors,Contact Agent
27-05-22,2900,72000,3,2.25,6,Carpet Area,Chennai,Fair,34,8,Semi-Furnished,47.6382,-122.11,Bachelors,Contact Agent
20-06-22,840,74999,3,2,5,Carpet Area,Mumbai,Good,92,9,Unfurnished,47.648,-122.395,Bachelors/Family,Contact Agent
27-05-22,1100,75000,6,5,4,Carpet Area,Mumbai,Fair,17,10,Unfurnished,47.6033,-121.943,Family,Contact Agent
23-05-22,550,75000,5,2.75,6,Carpet Area,Mumbai,Excellent,91,7,Furnished,47.667,-122.289,Bachelors/Family,Contact Agent
06-07-22,1150,75000,2,2.5,6,Carpet Area,Mumbai,Fair,11,8,Unfurnished,47.5496,-122.373,Bachelors/Family,Contact Agent
31-05-22,695,75000,3,2.5,1,Carpet Area,Mumbai,Good,61,8,Semi-Furnished,47.7022,-122.224,Bachelors/Family,Contact Agent
30-06-22,900,75000,4,2,4,Carpet Area,Mumbai,Good,34,7,Furnished,47.4691,-121.993,Bachelors/Family,Contact Agent
30-06-22,720,75000,3,1.75,10,Carpet Area,Mumbai,Fair,77,8,Semi-Furnished,47.6898,-122.327,Bachelors/Family,Contact Agent
23-06-22,1200,75000,4,1.75,3,Carpet Area,Mumbai,Fair,69,7,Semi-Furnished,47.7557,-122.237,Bachelors/Family,Contact Agent
23-06-22,1100,75000,3,2.5,1,Carpet Area,Mumbai,Fair,17,7,Semi-Furnished,47.4802,-122.188,Bachelors/Family,Contact Agent
03-06-22,550,75000,4,2.5,7,Carpet Area,Mumbai,Excellent,110,8,Furnished,47.6402,-122.37,Bachelors/Family,Contact Agent
23-06-22,1000,75000,1,1.5,17,Carpet Area,Mumbai,Fair,11,8,Furnished,47.5492,-122.372,Bachelors/Family,Contact Agent
15-06-22,575,75000,3,2,16,Carpet Area,Mumbai,Fair,53,7,Semi-Furnished,47.3702,-122.317,Family,Contact Agent
07-06-22,700,75000,3,2.25,15,Carpet Area,Mumbai,Fair,31,8,Semi-Furnished,47.5688,-122.017,Bachelors,Contact Agent
09-07-22,900,75000,2,1,12,Super Area,Mumbai,Fair,37,8,Unfurnished,47.3738,-122.057,Bachelors/Family,Contact Agent
09-07-22,1000,75000,3,1.75,30,Super Area,Mumbai,Fair,56,7,Semi-Furnished,47.6737,-122.156,Bachelors/Family,Contact Agent
22-06-22,694,75000,5,2.5,19,Carpet Area,Mumbai,Fair,56,7,Semi-Furnished,47.4997,-122.364,Bachelors/Family,Contact Agent
13-06-22,550,75000,2,1,4,Carpet Area,Mumbai,Fair,68,6,Furnished,47.452,-122.19,Bachelors/Family,Contact Agent
09-07-22,777,75000,4,1.75,9,Carpet Area,Mumbai,Fair,62,7,Furnished,47.6397,-122.388,Bachelors/Family,Contact Agent
06-07-22,1088,75000,3,1,1,Carpet Area,Mumbai,Good,45,6,Semi-Furnished,47.3006,-122.066,Bachelors/Family,Contact Agent
27-06-22,1250,75000,7,3,6,Carpet Area,Mumbai,Fair,41,8,Semi-Furnished,47.7555,-122.307,Family,Contact Agent
03-07-22,1255,75000,4,2.5,5,Carpet Area,Mumbai,Good,31,10,Furnished,47.4856,-122.069,Bachelors/Family,Contact Owner
18-05-22,1121,75000,5,4.25,0,Carpet Area,Mumbai,Excellent,66,8,Furnished,47.6393,-122.097,Bachelors/Family,Contact Agent
27-05-22,800,75000,4,3.75,1,Carpet Area,Mumbai,Fair,19,10,Semi-Furnished,47.5115,-122.246,Bachelors,Contact Agent
04-07-22,750,75000,2,1,2,Carpet Area,Mumbai,Excellent,71,7,Furnished,47.734,-122.301,Bachelors/Family,Contact Agent
18-05-22,1380,75000,3,1.5,1,Carpet Area,Mumbai,Fair,51,7,Semi-Furnished,47.3632,-122.188,Bachelors/Family,Contact Agent
09-06-22,970,75000,3,2.25,3,Carpet Area,Mumbai,Fair,23,7,Furnished,47.7462,-121.98,Bachelors/Family,Contact Owner
12-05-22,1850,75000,4,2.5,2,Carpet Area,Bangalore,Fair,37,7,Semi-Furnished,47.6264,-122.062,Bachelors,Contact Agent
09-07-22,2400,75000,4,2.5,0,Carpet Area,Bangalore,Fair,24,9,Semi-Furnished,47.7359,-121.962,Bachelors/Family,Contact Agent
23-05-22,2000,75000,1,1.5,2,Super Area,Bangalore,Fair,107,7,Furnished,47.5411,-122.392,Bachelors/Family,Contact Owner
10-06-22,2000,75000,2,1.75,3,Carpet Area,Bangalore,Fair,38,8,Furnished,47.3733,-122.057,Bachelors,Contact Agent
27-05-22,1900,75000,2,1,3,Super Area,Delhi,Good,96,7,Furnished,47.6715,-122.393,Bachelors/Family,Contact Owner
28-06-22,2500,75000,4,3.5,14,Carpet Area,Delhi,Fair,14,9,Semi-Furnished,47.4775,-121.691,Bachelors,Contact Agent
06-07-22,1900,75000,2,1.75,16,Carpet Area,Chennai,Excellent,95,7,Semi-Furnished,47.6896,-122.362,Family,Contact Agent
02-06-22,2200,75000,2,1,16,Super Area,Chennai,Excellent,69,6,Semi-Furnished,47.561,-122.275,Family,Contact Owner
06-07-22,2500,75000,4,3.25,19,Carpet Area,Chennai,Excellent,40,9,Unfurnished,47.5489,-122.092,Bachelors/Family,Contact Agent
06-07-22,1500,75000,5,1.5,8,Carpet Area,Chennai,Fair,57,6,Semi-Furnished,47.6995,-122.174,Bachelors/Family,Contact Agent
14-06-22,2000,75000,5,1.75,14,Carpet Area,Chennai,Excellent,56,7,Semi-Furnished,47.3426,-122.285,Bachelors/Family,Contact Owner
28-06-22,3800,75000,3,1,17,Carpet Area,Hyderabad,Fair,93,6,Semi-Furnished,47.5249,-122.37,Bachelors/Family,Contact Agent
06-07-22,2395,75000,3,1,2,Carpet Area,Hyderabad,Fair,67,6,Semi-Furnished,47.5134,-122.335,Family,Contact Agent
31-05-22,736,76000,2,1,8,Carpet Area,Mumbai,Fair,57,7,Unfurnished,47.7298,-122.34,Family,Contact Agent
13-05-22,1100,77000,4,2,1,Carpet Area,Mumbai,Good,56,7,Unfurnished,47.5916,-122.146,Bachelors/Family,Contact Agent
06-07-22,724,77500,2,2.75,15,Carpet Area,Mumbai,Fair,9,8,Semi-Furnished,47.7052,-122.343,Bachelors,Contact Agent
17-05-22,1073,78000,3,2.25,16,Carpet Area,Mumbai,Good,41,7,Semi-Furnished,47.7011,-122.171,Bachelors/Family,Contact Agent
06-07-22,600,78000,3,1.5,17,Carpet Area,Mumbai,Fair,41,7,Semi-Furnished,47.6681,-122.143,Bachelors/Family,Contact Agent
06-07-22,750,79500,4,2.5,18,Carpet Area,Mumbai,Fair,19,9,Semi-Furnished,47.6085,-122.017,Family,Contact Agent
29-06-22,600,80000,3,2.5,30,Carpet Area,Mumbai,Fair,13,9,Furnished,47.5422,-121.86,Bachelors/Family,Contact Agent
20-06-22,1100,80000,3,2,19,Carpet Area,Mumbai,Fair,35,8,Semi-Furnished,47.3128,-122.184,Family,Contact Agent
04-06-22,500,80000,3,1.75,5,Carpet Area,Mumbai,Fair,100,7,Furnished,47.6681,-122.305,Bachelors/Family,Contact Owner
17-06-22,750,80000,4,1,3,Carpet Area,Mumbai,Fair,93,6,Semi-Furnished,47.5044,-122.35,Bachelors/Family,Contact Agent
01-07-22,1050,80000,5,3,6,Carpet Area,Mumbai,Fair,14,8,Furnished,47.4938,-122.255,Family,Contact Agent
09-07-22,950,80000,3,1,15,Carpet Area,Mumbai,Fair,66,6,Unfurnished,47.7447,-122.313,Bachelors/Family,Contact Agent
07-07-22,1100,80000,3,2.75,49,Carpet Area,Mumbai,Excellent,35,7,Furnished,47.4987,-122.166,Bachelors/Family,Contact Agent
09-07-22,1450,80000,3,1.75,6,Carpet Area,Mumbai,Good,79,5,Unfurnished,47.294,-122.281,Bachelors/Family,Contact Agent
19-05-22,850,80000,4,2.5,48,Carpet Area,Mumbai,Fair,16,8,Semi-Furnished,47.3782,-122.127,Bachelors/Family,Contact Agent
06-07-22,670,80000,4,2.5,1,Carpet Area,Mumbai,Excellent,56,7,Unfurnished,47.572,-122.29,Bachelors,Contact Agent
09-07-22,700,80000,3,1,10,Carpet Area,Mumbai,Fair,74,6,Furnished,47.5175,-122.36,Family,Contact Agent
18-06-22,750,80000,3,1,7,Carpet Area,Mumbai,Fair,67,7,Furnished,47.6584,-122.391,Bachelors,Contact Agent
23-06-22,1100,80000,2,1,4,Carpet Area,Mumbai,Good,76,6,Unfurnished,47.4413,-122.349,Bachelors/Family,Contact Agent
04-07-22,1110,80000,2,1,1,Carpet Area,Mumbai,Good,76,6,Semi-Furnished,47.4413,-122.349,Bachelors/Family,Contact Agent
24-05-22,836,80000,3,1,1,Carpet Area,Mumbai,Fair,71,7,Unfurnished,47.6973,-122.389,Bachelors/Family,Contact Agent
09-07-22,1100,80000,5,2.5,1,Carpet Area,Mumbai,Fair,27,10,Unfurnished,47.2996,-122.342,Family,Contact Agent
23-05-22,560,80000,4,1,1,Carpet Area,Mumbai,Good,51,7,Furnished,47.743,-122.097,Bachelors/Family,Contact Agent
06-07-22,1800,80000,4,3.5,1,Super Area,Mumbai,Fair,13,9,Semi-Furnished,47.5968,-121.978,Bachelors/Family,Contact Agent
09-07-22,800,80000,3,2.5,2,Carpet Area,Mumbai,Good,34,9,Semi-Furnished,47.5477,-122.141,Bachelors/Family,Contact Agent
29-06-22,730,80000,3,2.5,3,Carpet Area,Mumbai,Fair,68,9,Semi-Furnished,47.6191,-122.099,Bachelors/Family,Contact Owner
23-06-22,1400,80000,4,2.25,6,Carpet Area,Mumbai,Fair,40,8,Furnished,47.3251,-122.329,Bachelors/Family,Contact Owner
26-06-22,1800,80000,3,2.5,1,Carpet Area,Delhi,Good,28,7,Semi-Furnished,47.3391,-122.093,Bachelors/Family,Contact Owner
04-07-22,300,80000,2,2.5,3,Carpet Area,Delhi,Fair,12,8,Furnished,47.7072,-122.017,Bachelors,Contact Agent
07-07-22,2200,80000,2,2.25,1,Carpet Area,Delhi,Fair,17,8,Unfurnished,47.7064,-122.344,Bachelors,Contact Agent
06-07-22,1700,80000,3,2.5,9,Carpet Area,Delhi,Fair,10,9,Furnished,47.7749,-122.159,Bachelors,Contact Agent
14-06-22,2000,80000,4,1.75,18,Carpet Area,Delhi,Fair,94,7,Furnished,47.6754,-122.327,Bachelors,Contact Agent
26-05-22,2000,80000,4,2.5,8,Carpet Area,Delhi,Fair,16,8,Unfurnished,47.4956,-122.163,Bachelors/Family,Contact Agent
27-05-22,2036,80000,4,2.75,10,Super Area,Chennai,Excellent,78,7,Semi-Furnished,47.5631,-122.317,Bachelors,Contact Agent
05-07-22,3000,80000,2,1,7,Carpet Area,Chennai,Good,74,6,Unfurnished,47.4743,-122.17,Bachelors,Contact Agent
06-07-22,3115,80000,3,3.5,18,Super Area,Hyderabad,Fair,23,8,Furnished,47.6248,-122.319,Bachelors/Family,Contact Owner
06-07-22,4500,80000,2,1,25,Super Area,Hyderabad,Fair,62,7,Semi-Furnished,47.7349,-122.074,Bachelors/Family,Contact Owner
16-06-22,1100,83000,5,2.75,2,Carpet Area,Mumbai,Fair,20,8,Furnished,47.2635,-122.209,Bachelors,Contact Agent
20-06-22,1000,84000,3,1.75,25,Carpet Area,Mumbai,Good,37,7,Furnished,47.7571,-122.145,Bachelors/Family,Contact Agent
11-05-22,3150,84000,3,2.25,1,Carpet Area,Bangalore,Fair,24,7,Unfurnished,47.3646,-122.037,Bachelors,Contact Owner
04-07-22,1150,84500,3,1,3,Carpet Area,Mumbai,Fair,47,7,Unfurnished,47.4474,-121.771,Family,Contact Agent
06-07-22,889,84500,7,3,16,Carpet Area,Mumbai,Fair,55,7,Semi-Furnished,47.5102,-122.183,Bachelors/Family,Contact Agent
09-07-22,777,85000,3,2.5,41,Carpet Area,Mumbai,Good,42,10,Semi-Furnished,47.4169,-122.348,Bachelors/Family,Contact Agent
30-06-22,700,85000,4,2.5,11,Carpet Area,Mumbai,Fair,14,8,Semi-Furnished,47.7727,-122.229,Bachelors/Family,Contact Agent
01-07-22,650,85000,3,2.5,4,Carpet Area,Mumbai,Good,28,8,Semi-Furnished,47.5694,-122.001,Bachelors,Contact Agent
04-06-22,850,85000,3,2.5,5,Carpet Area,Mumbai,Fair,4,9,Semi-Furnished,47.5876,-122.309,Family,Contact Agent
06-07-22,850,85000,3,1.5,2,Carpet Area,Mumbai,Excellent,40,7,Furnished,47.4525,-122.162,Bachelors,Contact Agent
23-05-22,850,85000,2,1,3,Super Area,Mumbai,Fair,54,7,Furnished,47.6949,-122.371,Bachelors/Family,Contact Owner
07-07-22,1000,85000,4,2.5,4,Carpet Area,Mumbai,Fair,34,10,Semi-Furnished,47.6323,-122.036,Bachelors/Family,Contact Agent
09-07-22,902,85000,4,2.5,36,Carpet Area,Mumbai,Fair,17,9,Semi-Furnished,47.6301,-122.019,Bachelors/Family,Contact Agent
12-06-22,750,85000,2,2.5,4,Carpet Area,Mumbai,Fair,7,7,Semi-Furnished,47.5462,-122.369,Bachelors/Family,Contact Agent
07-07-22,1000,85000,4,2.75,20,Carpet Area,Mumbai,Good,55,8,Semi-Furnished,47.7165,-122.259,Bachelors/Family,Contact Agent
20-06-22,870,85000,5,5.25,27,Carpet Area,Mumbai,Fair,19,10,Furnished,47.6767,-122.211,Bachelors/Family,Contact Agent
23-05-22,695,85000,4,2.5,4,Carpet Area,Mumbai,Fair,19,7,Furnished,47.532,-121.88,Bachelors/Family,Contact Agent
14-05-22,650,85000,3,1.75,8,Super Area,Mumbai,Excellent,91,7,Furnished,47.6886,-122.361,Bachelors/Family,Contact Owner
06-07-22,920,85000,2,2.5,3,Carpet Area,Mumbai,Fair,15,8,Unfurnished,47.7106,-122.023,Family,Contact Agent
06-07-22,1200,85000,4,4.25,1,Carpet Area,Mumbai,Fair,13,10,Semi-Furnished,47.3069,-122.148,Bachelors/Family,Contact Agent
30-06-22,850,85000,4,2.5,10,Carpet Area,Mumbai,Good,40,8,Unfurnished,47.7752,-122.285,Bachelors/Family,Contact Agent
03-06-22,1350,85000,2,2.5,0,Carpet Area,Mumbai,Fair,61,8,Furnished,47.7345,-122.285,Family,Contact Agent
06-06-22,900,85000,3,1,2,Carpet Area,Mumbai,Good,91,7,Semi-Furnished,47.5677,-122.376,Bachelors/Family,Contact Agent
14-06-22,890,85000,4,1.75,5,Carpet Area,Mumbai,Good,89,7,Furnished,47.5131,-122.313,Bachelors/Family,Contact Agent
06-07-22,2600,85000,5,2.25,14,Carpet Area,Bangalore,Excellent,31,9,Semi-Furnished,47.6599,-122.146,Family,Contact Agent
04-07-22,200,85000,3,1,6,Carpet Area,Delhi,Fair,115,7,Unfurnished,47.6118,-122.306,Bachelors,Contact Agent
15-06-22,325,85000,4,3.5,5,Carpet Area,Delhi,Fair,22,10,Unfurnished,47.6172,-122.23,Bachelors,Contact Agent
22-06-22,1725,85000,3,1.75,2,Super Area,Chennai,Good,41,7,Furnished,47.3729,-122.295,Bachelors/Family,Contact Agent
17-05-22,3500,85000,5,1.5,2,Carpet Area,Chennai,Fair,89,7,Semi-Furnished,47.4218,-122.218,Bachelors/Family,Contact Agent
08-07-22,2550,85000,3,1,3,Carpet Area,Hyderabad,Good,67,7,Semi-Furnished,47.5517,-122.381,Bachelors/Family,Contact Agent
28-06-22,800,88000,4,2.25,15,Carpet Area,Mumbai,Fair,59,8,Semi-Furnished,47.7356,-122.335,Bachelors/Family,Contact Agent
06-07-22,932,89000,4,2.25,9,Carpet Area,Mumbai,Fair,43,7,Semi-Furnished,47.7258,-122.177,Bachelors/Family,Contact Agent
30-06-22,1500,90000,3,2.5,19,Carpet Area,Mumbai,Fair,14,7,Furnished,47.6799,-122.034,Bachelors/Family,Contact Agent
27-05-22,1350,90000,3,1,20,Carpet Area,Mumbai,Fair,67,7,Unfurnished,47.6742,-122.284,Family,Contact Agent
30-06-22,994,90000,2,1,5,Carpet Area,Mumbai,Fair,75,6,Semi-Furnished,47.527,-122.356,Bachelors/Family,Contact Agent
06-07-22,1250,90000,4,2,14,Carpet Area,Mumbai,Excellent,55,7,Furnished,47.4142,-122.179,Family,Contact Agent
15-06-22,1000,90000,6,2.5,12,Carpet Area,Mumbai,Fair,57,7,Furnished,47.7021,-122.287,Bachelors,Contact Agent
08-07-22,854,90000,2,1,5,Carpet Area,Mumbai,Fair,70,6,Semi-Furnished,47.7458,-122.298,Bachelors/Family,Contact Agent
04-07-22,1110,90000,3,2.75,60,Carpet Area,Mumbai,Fair,39,7,Furnished,47.5413,-122.299,Bachelors/Family,Contact Agent
09-07-22,777,90000,4,2.5,8,Carpet Area,Mumbai,Fair,18,8,Furnished,47.4306,-122.049,Bachelors/Family,Contact Agent
17-05-22,890,90000,4,1,4,Carpet Area,Mumbai,Fair,102,7,Furnished,47.5529,-122.268,Family,Contact Agent
30-06-22,800,90000,4,2.5,0,Carpet Area,Mumbai,Fair,30,8,Furnished,47.574,-122.013,Bachelors/Family,Contact Agent
06-07-22,967,90000,2,1,1,Carpet Area,Mumbai,Fair,74,6,Furnished,47.4979,-122.241,Bachelors/Family,Contact Agent
25-06-22,1152,90000,3,1,3,Carpet Area,Mumbai,Fair,118,6,Furnished,47.5473,-122.396,Bachelors/Family,Contact Agent
04-06-22,800,90000,3,1.75,1,Carpet Area,Mumbai,Fair,38,7,Furnished,47.4574,-122.358,Family,Contact Agent
07-07-22,900,90000,4,1.5,2,Carpet Area,Mumbai,Fair,111,8,Semi-Furnished,47.5575,-122.279,Bachelors,Contact Agent
28-05-22,1120,90000,3,1,1,Carpet Area,Mumbai,Fair,62,7,Furnished,47.603,-122.132,Family,Contact Agent
28-06-22,950,90000,3,2.5,2,Carpet Area,Bangalore,Fair,59,7,Unfurnished,47.5051,-122.344,Bachelors/Family,Contact Owner
12-06-22,2000,90000,3,2.5,2,Carpet Area,Delhi,Fair,27,8,Unfurnished,47.4627,-122.129,Bachelors,Contact Agent
20-06-22,2500,90000,3,2.5,29,Carpet Area,Delhi,Fair,29,8,Semi-Furnished,47.2735,-122.295,Bachelors/Family,Contact Agent
07-07-22,2100,90000,4,2.5,6,Carpet Area,Delhi,Fair,63,7,Semi-Furnished,47.7654,-122.359,Bachelors/Family,Contact Agent
30-06-22,1872,90000,4,2.5,18,Super Area,Delhi,Fair,16,8,Semi-Furnished,47.3878,-122.034,Bachelors/Family,Contact Agent
04-07-22,1550,90000,4,3.5,14,Carpet Area,Delhi,Fair,14,9,Semi-Furnished,47.6834,-122.292,Bachelors,Contact Agent
20-05-22,2400,90000,4,2.5,25,Carpet Area,Chennai,Okay,29,7,Semi-Furnished,47.5153,-122.37,Bachelors/Family,Contact Agent
14-06-22,2300,90000,3,2,8,Carpet Area,Chennai,Good,92,7,Semi-Furnished,47.6398,-122.393,Bachelors,Contact Agent
17-06-22,2100,90000,2,1,2,Carpet Area,Chennai,Fair,74,6,Unfurnished,47.4933,-122.245,Bachelors,Contact Agent
06-07-22,975,90100,4,1.75,17,Carpet Area,Mumbai,Fair,12,10,Semi-Furnished,47.5305,-122.131,Bachelors/Family,Contact Agent
03-06-22,1000,92500,3,1,4,Carpet Area,Mumbai,Excellent,74,7,Furnished,47.5646,-122.317,Bachelors/Family,Contact Agent
09-07-22,1600,93000,3,1,10,Carpet Area,Mumbai,Good,64,7,Semi-Furnished,47.7493,-122.351,Family,Contact Agent
09-07-22,800,94000,3,2,7,Carpet Area,Mumbai,Fair,74,6,Semi-Furnished,47.6542,-122.385,Family,Contact Agent
07-07-22,1050,95000,4,4,18,Carpet Area,Mumbai,Fair,9,9,Unfurnished,47.7466,-122.029,Bachelors/Family,Contact Agent
04-06-22,1300,95000,3,2.25,15,Carpet Area,Mumbai,Fair,26,7,Semi-Furnished,47.4429,-121.759,Bachelors,Contact Agent
23-06-22,750,95000,3,1.75,34,Carpet Area,Mumbai,Excellent,34,7,Unfurnished,47.363,-122.08,Bachelors,Contact Agent
14-05-22,825,95000,3,1.75,6,Carpet Area,Mumbai,Fair,42,8,Furnished,47.6963,-122.169,Bachelors,Contact Agent
29-06-22,900,95000,3,1,8,Carpet Area,Mumbai,Fair,52,7,Semi-Furnished,47.3461,-122.272,Family,Contact Agent
26-05-22,1000,95000,3,1.75,3,Carpet Area,Mumbai,Fair,82,9,Semi-Furnished,47.6582,-122.278,Bachelors/Family,Contact Agent
16-06-22,750,95000,4,2.25,1,Carpet Area,Mumbai,Good,89,7,Furnished,47.6763,-122.37,Bachelors,Contact Agent
14-05-22,900,95000,3,2.5,1,Carpet Area,Mumbai,Fair,28,9,Semi-Furnished,47.3356,-122.333,Bachelors,Contact Agent
23-06-22,850,95000,2,1,23,Carpet Area,Mumbai,Good,108,5,Semi-Furnished,47.524,-122.04,Bachelors/Family,Contact Agent
06-07-22,955,95000,4,1.75,14,Carpet Area,Mumbai,Fair,57,7,Semi-Furnished,47.5105,-122.238,Bachelors,Contact Agent
28-06-22,800,95000,2,1,35,Carpet Area,Mumbai,Fair,102,6,Semi-Furnished,47.5491,-122.386,Bachelors/Family,Contact Agent
27-06-22,1350,95000,3,2.5,4,Carpet Area,Mumbai,Fair,48,10,Furnished,47.6948,-122.286,Bachelors/Family,Contact Agent
16-06-22,2400,95000,3,1,4,Carpet Area,Delhi,Fair,60,6,Semi-Furnished,47.5297,-121.827,Bachelors,Contact Agent
23-05-22,2700,95000,2,1,5,Super Area,Delhi,Good,87,6,Furnished,47.4836,-122.204,Bachelors/Family,Contact Agent
21-05-22,1300,95000,3,1.75,6,Carpet Area,Delhi,Fair,37,7,Furnished,47.7668,-122.218,Bachelors,Contact Agent
10-07-22,2700,95000,2,1.75,1,Carpet Area,Hyderabad,Good,76,7,Furnished,47.7004,-122.371,Bachelors,Contact Agent
06-07-22,1233,98000,5,2.5,7,Carpet Area,Mumbai,Good,49,8,Semi-Furnished,47.3908,-122.173,Bachelors/Family,Contact Agent
06-07-22,1233,98000,4,2.75,9,Carpet Area,Mumbai,Fair,56,7,Semi-Furnished,47.3668,-122.31,Bachelors/Family,Contact Agent
28-06-22,1400,98000,3,1.75,6,Carpet Area,Mumbai,Fair,76,8,Semi-Furnished,47.7599,-122.343,Family,Contact Agent
01-07-22,850,100000,2,2,22,Carpet Area,Mumbai,Fair,10,9,Semi-Furnished,47.5213,-122.357,Bachelors,Contact Agent
16-06-22,1080,100000,2,2,9,Carpet Area,Mumbai,Fair,55,7,Unfurnished,47.5395,-122.39,Bachelors/Family,Contact Agent
